MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 CI (Lower) (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 CI (Upper) (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Curve class,MERS-CoV-MPro_fluorescence-dose-response_weizmann: Hill slope,MERS-CoV-MPro_fluorescence-dose-response_weizmann: pIC50,MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM) Standard Deviation (±),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM) Count,Molecule Name,CXSMILES (CDD Compatible),Batch Created Date
70.310,24.030,205.717,3.0,3.141,4.2,4.74,,1.0,ASAP-0000542,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)CC23CC3)C2=CC(Cl)=CC=C2C1=O |&1:7|,2022-11-19
18.271,3.663,91.141,1.3,3.014,4.7,5.36,,1.0,ASAP-0000523,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CO)C2=CC(Cl)=CC=C2C1=O |o1:7,o2:22|",2022-11-19
6.192,0.298,128.521,2.3,3.022,5.2,5.98,,1.0,ASAP-0000526,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O,2022-11-19
> 99.500,,,,,< 4.0,4.87,,1.0,ASAP-0000522,O=C1N[C@H](CC2=CC=CC=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-11-19
> 99.500,,,,,< 4.0,3.58,,1.0,ASAP-0000543,O=C1C[C@H](CC2CC2)CN1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-11-19
> 99.500,,,,,< 4.0,3.94,,1.0,ASAP-0000544,C=C(CN(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N(C)C1=CC=CC=C1 |&1:6|,2022-11-19
> 99.500,,,,,< 4.0,4.43,,1.0,ASAP-0000536,CN1C(CC2=CC=CC=C2)=NN(C2=CN=CC3=CC=CC=C23)C1=O,2022-11-19
> 99.500,,,,,< 4.0,4.58,,1.0,ASAP-0000519,C=C(CN(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1)C(=O)NCC,2022-11-09
> 99.500,,,,,< 4.0,4.25,,1.0,ASAP-0000515,C=C(CN(C(=O)[C@H]1CCOC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N1CCCCC1 |&1:6|,2022-11-09
> 99.500,,,,,< 4.0,5.08,,1.0,ASAP-0000517,CC(C)C[C@H]1CN(C(=O)COS(N)(=O)=O)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2022-11-09
> 99.500,,,,,< 4.0,4.02,,1.0,ASAP-0000518,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N(C)C)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2022-11-09
> 99.500,,,,,< 4.0,5.21,,1.0,ASAP-0000514,CNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H](CC(C)C)C1 |&1:21|,2022-11-09
> 99.500,,,,,< 4.0,4.39,,1.0,ASAP-0000520,C=C(CN(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1)C(N)=O,2022-11-09
> 99.500,,,,,< 4.0,4.26,,1.0,ASAP-0000516,C[C@H](NC(=O)COS(N)(=O)=O)C1=CC(Cl)=CC(C2=CC=C(S(N)(=O)=O)C=C2)=C1 |&1:1|,2022-11-09
70.880,62.249,80.707,2.3,2.057,4.1,4.25,,1.0,ASAP-0000492,O=C(CCl)N[C@H](C1=CC=CC(Cl)=C1)C1=NC=CS1 |&1:5|,2022-11-07
38.351,4.310,341.284,2.3,3.184,4.4,5.01,,1.0,ASAP-0000437,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CO)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-10-27
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0000436,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-10-27
97.469,52.781,179.992,2.3,2.434,4.0,4.85,0.128,2.0,ASAP-0000447,"C[C@H]1COC[C@]2(C1)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,5|",2022-10-27
> 99.500,,,,,< 4.0,4.31,,1.0,ASAP-0000485,"O=C1[C@H](C2=CC=C(Cl)C(Cl)=C2)C[C@H](O)CN1C1=CN=CC2=CC=CC=C12 |&1:2,&2:12|",2022-10-27
> 99.500,,,,,< 4.0,4.54,,1.0,ASAP-0000484,C=C(CN(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1)C(=O)O,2022-10-27
> 99.500,,,,,< 4.0,5.05,,1.0,ASAP-0000444,C=C(CN[C@]1(C(=O)NC2=CN=CC3=CC=CC=C23)CCOC2=CC=C(Cl)C=C21)C(=O)OC(C)(C)C,2022-10-27
> 99.500,,,,,< 4.0,3.87,,1.0,ASAP-0000483,NS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)C2=CSC=C2)[C@H](C(=O)NCC2=CC=CC=N2)C1 |&1:20|,2022-10-27
> 99.500,,,,,< 4.0,4.3,,1.0,ASAP-0000433,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(F)=CC=C2C1=O,2022-10-27
> 99.500,,,,,< 4.0,4.55,,1.0,ASAP-0000445,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)C12CN(S(=O)(=O)C1=CC=CC=C1)C2,2022-10-27
> 99.500,,,,,< 4.0,4.38,,1.0,ASAP-0000438,O=C1C[C@H](CC2=CC=CC=C2)CN1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-10-27
> 99.500,,,,,< 4.0,4.12,,1.0,ASAP-0000443,"CC(=O)N1C[C@@H]2C[C@H]1[C@H]1C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N21 |a:5,7,o1:8|",2022-10-27
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0000442,"C[C@H]1COC[C@@]2(C1)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,5|",2022-10-27
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0000441,NS(=O)(=O)C1=CC=C2OCC[C@]3(NC(=O)N(C4=CN=CC5=CC=CC=C45)C3=O)C2=C1 |&1:11|,2022-10-27
> 99.500,,,,,< 4.0,4.27,,1.0,ASAP-0000440,O=C1N[C@]2(CCOC3=CC=NC=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-10-27
> 99.500,,,,,< 4.0,4.09,,1.0,ASAP-0000439,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O,2022-10-27
> 99.500,,,,,< 4.0,4.13,,1.0,ASAP-0000434,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)C12CN(S(=O)(=O)C1CC1)C2,2022-10-27
> 99.500,,,,,< 4.0,4.36,,1.0,ASAP-0000431,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2COC)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-10-27
> 99.500,,,,,< 4.0,4.22,,1.0,ASAP-0000446,CC1(C)CCN(S(C)(=O)=O)C[C@]12NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |o1:11|,2022-10-27
> 99.500,,,,,< 4.0,4.75,,1.0,ASAP-0000435,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CC2=CC=CC=C2)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-10-27
> 99.500,,,,,< 4.0,4.18,,1.0,ASAP-0000432,CCS(=O)(=O)N1CC2(C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C(=O)N2C,2022-10-27
> 99.500,,,,,< 4.0,4.23,,1.0,ASAP-0000377,"C[C@H]1CCOC[C@]12NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,6|",2022-10-23
> 99.500,,,,,< 4.0,4.3,,1.0,ASAP-0000378,"C[C@H]1OCCC[C@]12NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,&2:6|",2022-10-23
> 99.500,,,,,< 4.0,4.25,,1.0,ASAP-0000376,"C[C@H]1CCOC[C@@]12NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,6|",2022-10-23
> 99.500,,,,,< 4.0,4.02,,1.0,ASAP-0000379,CC(=O)N1C[C@@H]2C[C@H]1[C@H]1C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N21 |o1:8|,2022-10-23
> 99.500,,,,,< 4.0,4.52,,1.0,ASAP-0000270,"C[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@H]2C1 |o1:1,20|",2022-10-03
> 99.500,,,,,< 4.0,4.13,,1.0,ASAP-0000275,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)CC2(C)C)C2=C(C=CC(Cl)=C2)C1=O |o1:7|,2022-10-03
> 99.500,,,,,< 4.0,5.01,,1.0,ASAP-0000362,O=C(CN1CC2=C(C=C(Cl)C=C2)[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC1=NC=C(C(F)(F)F)C=C1 |&1:12|,2022-10-03
> 99.500,,,,,< 4.0,4.26,,1.0,ASAP-0000274,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)CC2(C)C)C2=C(C=CC(Cl)=C2)C1=O |o1:7|,2022-10-03
> 99.500,,,,,< 4.0,3.96,,1.0,ASAP-0000273,"C[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@H]2C1 |o1:1,20|",2022-10-03
> 99.500,,,,,< 4.0,4.31,,1.0,ASAP-0000271,"C[C@H]1CC[C@]2(CO1)NC(=O)N(C1=CN=CC3=CC=CC=C13)C2=O |&1:1,4|",2022-10-03
> 99.500,,,,,< 4.0,4.94,,1.0,ASAP-0000269,O=[S@](CC1=CC=CC(NC2=NC=NC3=C2C=CN3)=C1)C1=CC=CC=C1 |&1:1|,2022-09-18
> 99.500,,,,,< 4.0,4.27,,1.0,ASAP-0000237,"C[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@@H]2C1 |o1:1,20|",2022-09-18
> 99.500,,,,,< 4.0,4.2,,1.0,ASAP-0000234,CN1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@@H]2C1,2022-09-18
> 99.500,,,,,< 4.0,4.71,,1.0,ASAP-0000241,O=C1N[C@]2(C[C@H](C3=CC=CC=C3)C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-09-18
> 99.500,,,,,< 4.0,4.23,,1.0,ASAP-0000240,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2C)C2=CC(Cl)=CC=C2C1=O,2022-09-18
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0000239,CCN1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@@H]2C1,2022-09-18
> 99.500,,,,,< 4.0,4.41,,1.0,ASAP-0000238,"C[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@@H]2C1 |o1:1,20|",2022-09-18
> 99.500,,,,,< 4.0,4.24,,1.0,ASAP-0000236,CS(=O)(=O)N1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@@H]2C1,2022-09-18
> 99.500,,,,,< 4.0,4.3,,1.0,ASAP-0000235,O=C1[C@@H]2CN(CC3=CC=CC=C3)CCN2C(=O)N1C1=CN=CC2=CC=CC=C12,2022-09-18
> 99.500,,,,,< 4.0,4.23,,1.0,ASAP-0000228,"CO[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:2,5|",2022-09-18
> 99.500,,,,,< 4.0,4.25,,1.0,ASAP-0000233,"CO[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@H]2C1 |o1:2,21|",2022-09-18
> 99.500,,,,,< 4.0,4.22,,1.0,ASAP-0000232,"CO[C@H]1CC[C@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:2,5|",2022-09-18
> 99.500,,,,,< 4.0,4.21,,1.0,ASAP-0000231,"CO[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@H]2C1 |o1:2,21|",2022-09-18
> 99.500,,,,,< 4.0,4.29,,1.0,ASAP-0000230,"CO[C@H]1CC[C@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:2,5|",2022-09-18
> 99.500,,,,,< 4.0,3.95,,1.0,ASAP-0000229,"CO[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:2,5|",2022-09-18
10.721,1.495,76.869,2.3,3.379,5.0,5.67,,1.0,ASAP-0000221,CCN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2)CC1 |&1:23|,2022-08-28
6.692,0.471,95.113,2.3,2.798,5.2,6.04,,1.0,ASAP-0000212,CCOC1=CC=CC=C1CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1 |&1:23|,2022-08-28
> 9.950,,,,,< 5.0,5.64,0.0932,2.0,ASAP-0000219,CN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2)CC1 |&1:22|,2022-08-28
> 99.500,,,,,< 4.0,5.8,,1.0,ASAP-0000213,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(C(F)(F)F)C=C1 |&1:12|,2022-08-28
21.204,3.255,138.130,1.3,3.497,4.7,5.45,0.182,2.0,ASAP-0000226,CCN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2F)CC1 |&1:23|,2022-08-28
> 99.500,,,,,< 4.0,5.69,,1.0,ASAP-0000224,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(Cl)C=C1Cl |&1:12|,2022-08-28
6.847,0.851,55.085,2.3,4.726,5.2,5.79,,1.0,ASAP-0000223,COC1=CC=CC=C1CNC(=O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1 |&1:22|,2022-08-28
6.110,0.012,3051.122,2.3,5.364,5.2,5.96,,1.0,ASAP-0000222,COC1=CC=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:21|,2022-08-28
> 99.500,,,,,< 4.0,5.68,,1.0,ASAP-0000210,CCOC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:21|,2022-08-28
6.608,0.276,157.946,2.3,4.974,5.2,5.87,,1.0,ASAP-0000220,COC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:20|,2022-08-28
> 99.500,,,,,< 4.0,6.02,0.00875,2.0,ASAP-0000218,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC(C1=CC=CC=C1)C1=CC=CC=C1 |&1:12|,2022-08-28
6.552,0.435,98.729,2.3,4.801,5.2,5.78,,1.0,ASAP-0000217,CC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:19|,2022-08-28
5.391,0.100,289.995,2.3,3.77,5.3,6.04,,1.0,ASAP-0000216,CCOC1=CC=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=C1 |&1:22|,2022-08-28
16.046,1.396,184.495,2.3,3.465,4.8,5.28,,1.0,ASAP-0000214,CN1CCN(C2=CC=C(NC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C=C2F)CC1 |&1:22|,2022-08-28
7.612,0.520,111.521,2.3,2.249,5.1,6.03,,1.0,ASAP-0000215,CCC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:20|,2022-08-28
> 99.500,,,,,< 4.0,5.77,,1.0,ASAP-0000225,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(Cl)C(Cl)=C1 |&1:12|,2022-08-28
> 99.500,,,,,< 4.0,4.29,,1.0,ASAP-0000179,O=C1[C@@H]2CCCCN2C(=O)N1C1=CN=CC2=CC=CC=C12,2022-08-28
> 99.500,,,,,< 4.0,4.26,,1.0,ASAP-0000178,O=C1[C@H]2CCCCN2C(=O)N1C1=CN=CC2=CC=CC=C12,2022-08-28
> 99.500,,,,,< 4.0,5.75,0.249,2.0,ASAP-0000204,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=C(Cl)C=CC=C1Cl |&1:12|,2022-08-28
7.709,1.070,55.570,2.3,3.274,5.1,5.8,,1.0,ASAP-0000227,CC1=CC=C(CCNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:20|,2022-08-28
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0000186,"CO[C@H]1CCN2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)[C@@H]2C1 |&1:2,21|",2022-08-28
> 99.500,,,,,< 4.0,5.64,,1.0,ASAP-0000209,CC1=CC=C2NC=C(CCNC(=O)CN3CC4=CC=C(Cl)C=C4[C@H](C(=O)NC4=CN=CC5=CC=CC=C45)C3)C2=C1 |&1:23|,2022-08-28
8.476,2.340,30.698,2.3,3.446,5.1,5.65,,1.0,ASAP-0000208,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC1=CC=CC=C1 |&1:12|,2022-08-28
> 99.500,,,,,< 4.0,5.26,,1.0,ASAP-0000206,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC1=CC=C2SC=NC2=C1 |&1:12|,2022-08-28
6.226,0.033,1182.317,2.3,5.361,5.2,5.95,,1.0,ASAP-0000205,COC1=CC(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)=CC(OC)=C1 |&1:19|,2022-08-28
> 99.500,,,,,< 4.0,4.57,,1.0,ASAP-0000180,"C[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:1,4|",2022-08-28
> 99.500,,,,,< 4.0,3.94,,1.0,ASAP-0000187,O=C(O)CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1 |&1:13|,2022-08-28
37.979,4.667,309.054,2.3,3.75,4.4,5.02,,1.0,ASAP-0000185,O=C1N[C@]2(C[C@@H](C3=CC=CC=C3)C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-08-28
5.857,0.370,92.841,2.3,2.92,5.2,5.99,,1.0,ASAP-0000211,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCCC1=CC=C(C(F)F)C=C1 |&1:12|,2022-08-28
> 99.500,,,,,< 4.0,4.76,,1.0,ASAP-0000183,"C[C@H]1CC[C@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:1,4|",2022-08-28
> 99.500,,,,,< 4.0,4.34,,1.0,ASAP-0000182,"C[C@H]1CC[C@@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:1,4|",2022-08-28
> 99.500,,,,,< 4.0,4.69,,1.0,ASAP-0000181,"C[C@H]1CC[C@H]2C(=O)N(C3=CN=CC4=CC=CC=C34)C(=O)N2C1 |o1:1,4|",2022-08-28
9.044,1.078,75.902,2.3,3.691,5.0,5.72,,1.0,ASAP-0000207,COC1=CC=C(CNC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1OC |&1:20|,2022-08-28
> 99.500,,,,,< 4.0,5.11,,1.0,ASAP-0000184,O=C1N[C@]2(C[C@@H](C3=CC=C(Cl)C=C3)C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-08-28
15.791,12.695,19.643,2.1,1.161,4.8,5.18,0.626,2.0,ASAP-0000173,C=CC(=O)NC1=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)C=CC=C1,2022-08-10
> 9.990,,,,,< 5.0,4.06,,1.0,ASAP-0000174,N#CC1=C(NC(=O)C2CCOC3=C2C=C(Cl)C=C3)C2=CC=CC=C2C=N1,2022-08-10
> 99.500,,,,,< 4.0,5.16,1.16,2.0,ASAP-0000176,C=CC(=O)NC(C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC(Cl)=C(Cl)C=C1,2022-08-10
> 9.990,,,,,< 5.0,5.04,0.491,2.0,ASAP-0000171,O=C1C(C2=CC(Cl)=CC=C2)=CN=C(S)N1C1=CN=CC2=CC=CC=C12,2022-08-10
> 9.990,,,,,< 5.0,4.68,0.811,2.0,ASAP-0000172,O=C(NC1=C(Cl)N=CC2=CC=CC=C12)C1CCOC2=C1C=C(Cl)C=C2,2022-08-10
1.653,0.514,5.314,1.3,2.097,5.8,6.5,0.299,91.0,ASAP-0000153,O=C1N[C@]2(C[C@@H](C3=C(Cl)C=CC=C3)C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2022-08-09
> 9.990,,,,,< 5.0,5.4,0.845,2.0,ASAP-0000160,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C2OCOC2=C1 |&1:12|,2022-08-09
> 9.990,,,,,< 5.0,4.92,0.842,2.0,ASAP-0000142,C=C(CN1CCC2=C(C=C(Cl)C=C2)C1C(=O)NC1=CN=CC2=CC=CC=C12)C(N)=O,2022-08-09
> 99.500,,,,,< 4.0,4.73,0.655,2.0,ASAP-0000143,CNC(=O)CN1C[C@]2(C[C@H](C)N(C3=CN=CC=C3C3CC3)C2=O)C2=C(C=CC(Cl)=C2)C1=O,2022-08-09
> 99.500,,,,,< 4.0,4.19,,1.0,ASAP-0000141,COC[C@]1(C)C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)N1C |&1:3|,2022-08-09
> 99.500,,,,,< 4.0,4.8,0.596,2.0,ASAP-0000152,CC(=O)N1CC2(C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C(=O)N2C,2022-08-09
> 9.990,,,,,< 5.0,5.38,0.882,2.0,ASAP-0000161,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(F)C=C1 |&1:12|,2022-08-09
> 9.990,,,,,< 5.0,4.99,0.796,2.0,ASAP-0000154,CN1CCN(C2=CC=CC=C2NC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)CC1 |&1:24|,2022-08-09
> 9.990,,,,,< 5.0,5.27,0.764,2.0,ASAP-0000164,CC(=O)NC1=CC=C(NC(=O)CN2CC3=CC=C(Cl)C=C3[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2)C=C1 |&1:21|,2022-08-09
> 9.990,,,,,< 5.0,8.16,5.57,2.0,ASAP-0000149,CCOC[C@]1(C)C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)N1C |&1:4|,2022-08-09
> 99.500,,,,,< 4.0,4.81,0.763,2.0,ASAP-0000147,C=C(CN(C(=O)C1CCOC2=C1C=C(Cl)C=C2)C1=CN=CC2=CC=CC=C12)C(N)=O,2022-08-09
(IC50 could not be calculated),,,,,,4.9,0.308,2.0,ASAP-0000144,C=C(CN1CCC2=C(C=C(Cl)C=C2)C1C(=O)NC1=CN=CC2=CC=CC=C12)C(=O)OC,2022-08-09
> 9.990,,,,,< 5.0,4.81,0.188,2.0,ASAP-0000145,C=C(CN1CCC2=C(C=C(Cl)C=C2)C1C(=O)NC1=CN=CC2=CC=CC=C12)C(=O)O,2022-08-09
> 9.990,,,,,< 5.0,4.88,0.655,2.0,ASAP-0000146,C=C(CN(C(=O)C1CCOC2=C1C=C(Cl)C=C2)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=CC=C1,2022-08-09
> 9.990,,,,,< 5.0,4.54,1.0,2.0,ASAP-0000148,CCN1CC2(C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C(=O)N2C,2022-08-09
> 9.990,,,,,< 5.0,4.84,0.543,2.0,ASAP-0000150,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)C12CN(CC1=CC=CC=C1)C2,2022-08-09
> 9.990,,,,,< 5.0,4.69,0.794,2.0,ASAP-0000151,CN1C(=O)N(C2=CN=CC3=CC=CC=C23)C(=O)C12CN(S(C)(=O)=O)C2,2022-08-09
> 9.990,,,,,< 5.0,5.32,0.786,2.0,ASAP-0000167,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(CCO)C=C1 |&1:12|,2022-08-09
> 9.990,,,,,< 5.0,5.05,0.515,2.0,ASAP-0000156,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NC1=CC=C(N2CCOCC2=O)C=C1 |&1:12|,2022-08-09
> 9.990,,,,,< 5.0,5.37,0.858,2.0,ASAP-0000157,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=CC=C1 |&1:12|,2022-08-09
(IC50 could not be calculated),,,,,,5.45,0.781,2.0,ASAP-0000158,O=C(CN1CC2=CC=C(Cl)C=C2[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C1)NCC1=CC=C(Br)C=C1 |&1:12|,2022-08-09
